id,time,output,land,labor,hiredlabor,famlabor,seed,urea,pest,varieties,status,bimas,region,price
302131,2004,282,0.07,158,16,142,3,35,0,trad,owner,no,gunungwangi,190
302134,1999,1395,0.52,155,30,125,20,75,250,trad,mixed,no,gunungwangi,64
302134,2000,2093,0.52,210,85,125,10,75,250,trad,mixed,no,gunungwangi,78
302134,2001,1100,0.536,344,210,134,20,120,500,high,mixed,no,gunungwangi,65
302134,2002,1300,0.536,343,210,133,20,100,0,trad,mixed,no,gunungwangi,65
302134,2003,1337,0.427,362,255,107,12,120,1000,trad,mixed,no,gunungwangi,160
302134,2004,1373,0.428,360,220,140,12,115,0,trad,mixed,no,gunungwangi,190
302137,1999,1444,0.534,274,155,119,20,100,0,trad,owner,no,gunungwangi,50
302137,2000,1856,0.534,357,220,137,20,100,0,trad,owner,no,gunungwangi,70
302137,2001,425,0.14,96,15,81,3,50,0,trad,owner,no,gunungwangi,63
302137,2002,520,0.15,118,27,91,5,30,0,trad,owner,no,gunungwangi,80
302137,2003,247,0.107,158,30,128,5,40,0,trad,owner,no,gunungwangi,160
302137,2004,317,0.107,148,34,114,5,40,0,trad,owner,no,gunungwangi,190
302142,1999,481,0.171,172,65,107,8,30,0,trad,share,no,gunungwangi,70
302142,2000,687,0.171,246,75,171,8,30,0,trad,share,no,gunungwangi,80
302142,2001,135,0.028,53,1,53,2,10,0,trad,share,no,gunungwangi,75
302142,2002,460,0.143,261,42,219,10,50,0,trad,owner,mixed,gunungwangi,65
302142,2003,528,0.221,111,1,111,5,56,0,mixed,owner,no,gunungwangi,160
302142,2004,416,0.221,111,1,111,5,56,0,trad,owner,no,gunungwangi,190
302143,1999,2062,0.7,560,484,76,15,200,800,trad,owner,no,gunungwangi,60
302143,2000,2062,0.7,591,285,306,15,200,800,trad,owner,no,gunungwangi,80
302143,2001,861,0.457,402,325,77,20,140,0,trad,owner,no,gunungwangi,65
302143,2002,950,0.457,299,210,89,10,125,500,trad,owner,no,gunungwangi,65
302143,2003,2323,0.7,1097,819,278,22,200,0,mixed,owner,no,gunungwangi,160
302143,2004,2534,0.7,993,675,318,24,200,0,mixed,owner,no,gunungwangi,142.36
302144,1999,1408,0.5,395,285,110,20,100,500,trad,owner,no,gunungwangi,80
302144,2000,1549,0.5,435,325,110,20,100,500,trad,owner,no,gunungwangi,80
302144,2001,990,0.357,319,193,126,12,75,600,trad,owner,no,gunungwangi,80
302144,2002,831,0.357,184,106,78,12,75,0,trad,owner,no,gunungwangi,80
302144,2003,3450,1.071,634,369,265,35,200,2500,trad,owner,no,gunungwangi,160
302144,2004,3872,1.071,685,370,315,35,300,0,trad,owner,no,gunungwangi,190
302146,1999,1046,0.35,305,225,80,15,50,0,trad,mixed,no,gunungwangi,70
302146,2000,1186,0.35,346,250,96,15,50,0,trad,mixed,no,gunungwangi,78
302146,2001,920,0.377,416,72,344,12,100,0,trad,mixed,no,gunungwangi,65
302146,2002,1000,0.5,417,154,263,16,70,0,trad,owner,yes,gunungwangi,65
302146,2003,1227,0.424,384,138,246,18,130,0,trad,owner,no,gunungwangi,160
302146,2004,1364,0.424,356,98,258,18,130,0,trad,owner,no,gunungwangi,190
302147,1999,138,0.08,54,1,54,3,7,0,trad,owner,no,gunungwangi,55
302147,2000,130,0.08,48,1,48,3,7,0,trad,owner,no,gunungwangi,65
302147,2001,80,0.017,47,1,47,2,5,0,trad,owner,no,gunungwangi,67
302147,2002,98,0.071,79,1,79,1,6,0,trad,owner,no,gunungwangi,80
302147,2003,320,0.129,144,1,144,5,20,0,trad,owner,no,gunungwangi,160
302147,2004,256,0.129,144,1,144,5,20,0,trad,owner,no,gunungwangi,190
302151,1999,1100,0.35,310,295,15,10,75,400,trad,owner,mixed,gunungwangi,80
302151,2000,1238,0.35,446,340,106,10,75,400,trad,owner,mixed,gunungwangi,65
302151,2001,1056,0.351,232,208,24,15,250,3000,trad,owner,mixed,gunungwangi,67
302151,2002,1041,0.351,208,160,48,10,85,0,trad,owner,no,gunungwangi,80
302151,2003,1056,0.35,248,134,114,16,100,0,trad,owner,no,gunungwangi,160
302151,2004,1267,0.35,265,121,144,16,100,0,trad,owner,no,gunungwangi,190
302153,1999,1674,1.05,475,370,105,32,210,2000,trad,mixed,mixed,gunungwangi,50
302153,2000,2442,1.05,500,395,105,32,210,2000,trad,mixed,mixed,gunungwangi,70
302153,2001,1689,1.071,798,590,208,32,60,500,trad,mixed,mixed,gunungwangi,62
302153,2002,1302,0.714,865,571,294,20,75,0,trad,owner,no,gunungwangi,80
302153,2003,2488,0.818,1158,660,498,23,107,0,trad,mixed,no,gunungwangi,160
302153,2004,2542,0.818,1130,660,470,23,107,0,trad,mixed,no,gunungwangi,190
302161,1999,1325,0.38,445,220,225,17,80,0,trad,mixed,no,gunungwangi,63
302161,2000,1395,0.38,470,220,250,17,80,0,trad,mixed,no,gunungwangi,70
302161,2001,946,0.387,396,270,126,13,125,0,trad,mixed,no,gunungwangi,60
302161,2002,980,0.387,643,399,244,15,95,0,trad,mixed,no,gunungwangi,65
302161,2003,563,0.175,270,114,156,6,40,0,trad,share,no,gunungwangi,160
302161,2004,990,0.175,322,114,208,6,40,0,trad,share,no,gunungwangi,190
302163,1999,1186,0.35,195,130,65,16,50,500,trad,share,mixed,gunungwangi,81
302163,2000,1261,0.35,205,140,65,16,50,500,trad,share,mixed,gunungwangi,88
302163,2001,1540,0.702,349,270,79,20,75,0,trad,share,mixed,gunungwangi,67
302163,2002,1420,0.714,430,304,126,15,100,0,trad,owner,yes,gunungwangi,80
302163,2003,990,0.32,300,176,124,19,90,0,trad,owner,no,gunungwangi,160
302163,2004,175,0.07,60,7,53,3,15,0,trad,owner,no,gunungwangi,190
302169,1999,2093,0.7,450,350,100,25,100,500,trad,mixed,no,gunungwangi,65
302169,2000,2093,0.7,514,390,124,25,100,500,trad,mixed,no,gunungwangi,65
302169,2001,1500,0.536,340,220,120,15,150,0,trad,mixed,no,gunungwangi,83
302169,2002,698,0.282,218,145,73,10,40,0,trad,mixed,no,gunungwangi,80
302169,2003,1022,0.358,348,85,263,12,80,0,trad,mixed,no,gunungwangi,160
302169,2004,1250,0.358,353,130,223,14,80,0,trad,mixed,no,gunungwangi,190
302182,1999,341,0.175,161,45,116,5,30,100,trad,mixed,no,gunungwangi,64
302182,2000,825,0.35,521,175,346,9,60,100,trad,mixed,no,gunungwangi,72
302182,2001,950,0.358,227,161,66,10,70,0,trad,mixed,no,gunungwangi,75
302182,2002,900,0.3,502,374,128,11,90,0,mixed,owner,mixed,gunungwangi,65
302182,2003,1253,0.358,366,185,181,10,100,0,trad,mixed,no,gunungwangi,160
302182,2004,1227,0.358,377,185,192,10,100,0,trad,mixed,no,gunungwangi,190
302189,1999,1375,0.38,234,107,127,18,125,300,trad,mixed,no,gunungwangi,72
302189,2000,1650,0.38,264,137,127,18,125,300,trad,mixed,no,gunungwangi,80
302189,2001,1848,0.536,328,128,200,18,150,0,mixed,mixed,no,gunungwangi,67
302189,2002,996,0.536,411,150,261,15,141,0,trad,owner,no,gunungwangi,97
302189,2003,2391,0.774,617,450,167,27,150,0,trad,owner,no,gunungwangi,160
302189,2004,2391,0.724,659,505,154,27,150,0,trad,owner,no,gunungwangi,190
302192,1999,550,0.18,121,57,64,3,40,0,trad,owner,no,gunungwangi,70
302192,2000,660,0.18,293,77,216,3,40,0,trad,owner,no,gunungwangi,80
302192,2001,425,0.1,132,21,111,3,25,0,trad,owner,no,gunungwangi,80
302192,2002,341,0.179,90,25,65,3,25,0,trad,owner,no,gunungwangi,80
302192,2003,493,0.179,105,10,95,4,25,0,trad,owner,no,gunungwangi,160
302192,2004,634,0.179,115,20,95,4,20,0,trad,owner,no,gunungwangi,190
302194,1999,550,0.207,214,132,82,8,40,0,trad,mixed,no,gunungwangi,64
302194,2000,687,0.18,261,156,105,6,40,0,trad,mixed,no,gunungwangi,80
302194,2001,1200,0.565,383,89,294,10,50,0,trad,mixed,no,gunungwangi,65
302194,2002,1159,0.536,540,245,295,9,120,0,trad,mixed,yes,gunungwangi,104
302194,2003,1608,0.536,499,260,239,15,160,0,trad,mixed,no,gunungwangi,160
302194,2004,2070,0.536,442,210,232,15,160,0,trad,mixed,no,gunungwangi,190
302195,1999,558,0.17,120,65,55,4,30,0,trad,share,no,gunungwangi,63
302195,2000,558,0.17,130,65,65,4,30,0,trad,share,no,gunungwangi,70
302195,2001,563,0.179,235,54,181,4,20,0,trad,share,no,gunungwangi,60
302195,2002,558,0.179,112,72,40,4,25,0,trad,share,no,gunungwangi,80
302195,2003,1210,0.339,432,176,256,15,150,0,trad,mixed,no,gunungwangi,160
302195,2004,1492,0.339,420,176,244,15,150,0,trad,mixed,no,gunungwangi,190
302197,1999,1265,0.35,270,185,85,15,75,250,trad,mixed,no,gunungwangi,60
302197,2000,1430,0.35,270,185,85,15,75,250,trad,mixed,no,gunungwangi,78
302197,2001,1200,0.427,320,190,130,17,125,0,trad,mixed,no,gunungwangi,70
302197,2002,1240,0.427,546,399,147,15,50,100,trad,mixed,no,gunungwangi,65
302197,2003,1760,0.714,361,251,110,20,250,2500,trad,owner,no,gunungwangi,160
302197,2004,2464,0.714,461,351,110,20,250,2500,trad,owner,no,gunungwangi,190
302199,1999,1156,0.7,280,225,55,20,80,0,trad,mixed,no,gunungwangi,60
302199,2000,1716,0.7,295,240,55,20,80,0,trad,mixed,no,gunungwangi,70
302199,2001,3090,0.993,479,339,140,40,250,0,trad,mixed,no,gunungwangi,70
302199,2002,2346,1.071,1320,980,340,30,250,0,trad,mixed,no,gunungwangi,89
302199,2003,2200,1.036,784,684,100,30,360,2200,trad,owner,no,gunungwangi,160
302199,2004,4400,1.036,610,510,100,30,360,2200,trad,owner,no,gunungwangi,190
302205,1999,1100,0.525,340,225,115,14,50,500,trad,owner,no,gunungwangi,70
302205,2000,1617,0.525,340,225,115,14,50,500,trad,owner,no,gunungwangi,78
302205,2001,400,0.25,87,40,47,5,10,0,trad,owner,no,gunungwangi,65
302205,2002,486,0.175,218,130,88,5,50,0,trad,owner,no,gunungwangi,80
302205,2003,2316,0.923,754,460,294,25,240,0,trad,mixed,no,gunungwangi,160
302205,2004,2922,0.923,770,460,310,25,265,0,trad,mixed,no,gunungwangi,190
302207,1999,825,0.556,292,228,64,14,150,0,trad,mixed,mixed,gunungwangi,56
302207,2000,1288,0.556,247,183,64,14,150,0,trad,mixed,mixed,gunungwangi,80
302207,2001,1060,0.546,371,240,131,10,150,1025,high,mixed,mixed,gunungwangi,62
302207,2002,900,0.536,374,266,108,15,60,300,mixed,owner,no,gunungwangi,65
302207,2003,1027,0.566,562,330,232,17,100,0,trad,owner,no,gunungwangi,160
302207,2004,2154,0.566,562,330,232,17,110,0,trad,owner,no,gunungwangi,190
302209,1999,2387,1.05,614,534,80,20,100,0,trad,mixed,no,gunungwangi,60
302209,2000,2046,0.7,456,376,80,15,80,0,trad,mixed,no,gunungwangi,70
302209,2001,1540,0.841,814,490,324,32,100,0,trad,mixed,no,gunungwangi,66
302209,2002,2086,0.753,714,410,304,17,150,0,trad,owner,no,gunungwangi,85
302209,2003,1008,0.357,332,160,172,14,125,1100,trad,owner,no,gunungwangi,160
302209,2004,1146,0.357,356,160,196,14,125,0,trad,owner,no,gunungwangi,190
401002,1999,1200,0.23,324,186,138,13,40,900,trad,mixed,no,malausma,50
401002,2000,930,0.171,224,160,64,10,30,0,trad,mixed,no,malausma,60
401002,2001,1232,0.314,331,50,281,15,60,0,trad,mixed,no,malausma,50
401002,2002,348,0.286,215,108,107,9,50,0,trad,mixed,no,malausma,100
401002,2003,1050,0.25,393,266,127,8,80,0,trad,mixed,no,malausma,140
401002,2004,900,0.221,366,222,144,8,50,0,trad,mixed,no,malausma,160
401006,1999,975,0.42,302,142,160,15,125,500,trad,owner,mixed,malausma,55
401006,2000,250,0.07,84,32,52,7,30,0,trad,owner,mixed,malausma,60
401006,2001,800,0.43,221,152,69,12,75,250,trad,owner,mixed,malausma,64
401006,2002,520,0.3,280,154,126,10,50,0,trad,owner,no,malausma,90
401006,2003,2150,0.857,1680,825,855,20,150,0,trad,owner,no,malausma,140
401006,2004,700,0.286,305,132,173,8,50,0,trad,owner,no,malausma,150
401032,1999,450,0.112,90,1,90,5,15,0,trad,owner,no,malausma,50
401032,2000,130,0.07,69,1,69,4,10,0,trad,owner,no,malausma,60
401032,2001,500,0.143,116,6,110,4,20,0,trad,owner,no,malausma,56
401032,2002,185,0.086,105,1,105,4,1,0,trad,owner,no,malausma,70
401032,2003,360,0.071,143,91,52,4,25,0,trad,owner,no,malausma,140
401032,2004,200,0.036,68,39,29,2,8,0,trad,owner,no,malausma,150
401034,1999,1370,0.455,559,200,359,20,150,500,trad,owner,no,malausma,60
401034,2000,250,0.07,61,1,61,3,15,0,trad,owner,no,malausma,60
401034,2001,1496,0.464,692,480,212,20,150,0,trad,owner,no,malausma,56
401034,2002,250,0.14,147,63,84,5,25,0,trad,owner,no,malausma,80
401034,2003,2000,0.457,750,376,374,27,200,1000,trad,owner,no,malausma,140
401034,2004,1638,0.314,515,285,230,22,120,0,trad,mixed,no,malausma,150
401036,1999,310,0.143,175,65,110,6,18,0,trad,owner,mixed,malausma,50
401036,2000,100,0.036,64,45,19,3,5,0,trad,owner,mixed,malausma,65
401036,2001,420,0.143,63,28,35,6,35,0,trad,owner,mixed,malausma,56
401036,2002,130,0.085,90,59,31,2,6,0,trad,owner,no,malausma,80
401036,2003,300,0.071,129,40,89,2,17,0,trad,owner,no,malausma,140
401036,2004,98,0.036,40,28,12,2,10,0,trad,owner,no,malausma,160
401037,1999,700,0.214,388,284,104,7,40,360,trad,owner,no,malausma,55
401037,2000,600,0.214,293,184,109,7,40,0,trad,owner,no,malausma,68
401037,2001,320,0.143,91,24,67,6,30,0,trad,owner,no,malausma,65
401037,2002,280,0.143,118,42,76,5,32,0,trad,owner,no,malausma,80
401037,2003,500,0.214,239,86,153,7,70,0,trad,owner,no,malausma,140
401037,2004,350,0.214,158,38,120,7,60,0,trad,owner,no,malausma,150
401041,1999,616,0.196,217,1,217,10,15,0,trad,owner,no,malausma,50
401041,2000,230,0.14,126,1,126,5,15,0,trad,owner,no,malausma,60
401041,2001,224,0.143,98,1,98,6,15,0,trad,owner,no,malausma,65
401041,2002,225,0.126,104,1,104,5,19,0,trad,owner,no,malausma,80
401041,2003,550,0.143,141,1,141,5,25,0,trad,owner,no,malausma,140
401041,2004,550,0.143,141,1,141,5,25,0,trad,owner,no,malausma,160
401043,1999,1333,0.429,444,366,78,30,90,360,trad,owner,no,malausma,55
401043,2000,440,0.143,188,146,42,10,30,0,trad,owner,no,malausma,60
401043,2001,800,0.28,199,111,88,20,70,0,trad,owner,no,malausma,56
401043,2002,380,0.213,190,159,31,10,40,0,trad,owner,no,malausma,80
401043,2003,1667,0.4,385,322,63,12,150,0,trad,owner,no,malausma,140
401043,2004,1300,0.25,257,207,50,8,100,0,high,owner,no,malausma,160
401049,1999,1500,0.49,369,123,246,25,200,500,trad,owner,mixed,malausma,50
401049,2000,685,0.34,179,27,152,10,60,0,trad,owner,mixed,malausma,64
401049,2001,1300,0.5,636,305,331,15,75,0,mixed,owner,mixed,malausma,65
401049,2002,250,0.143,149,93,56,10,23,0,trad,owner,no,malausma,80
401049,2003,2789,1.114,1088,425,663,33,260,0,trad,owner,no,malausma,140
401049,2004,2395,0.557,561,253,308,15,130,0,high,owner,no,malausma,160
401058,1999,378,0.086,130,68,62,8,50,0,trad,mixed,no,malausma,50
401058,2000,207,0.043,86,15,71,3,13,0,trad,mixed,no,malausma,60
401058,2001,870,0.229,422,66,356,26,70,0,trad,mixed,no,malausma,70
401058,2002,158,0.057,130,26,104,4,20,0,trad,owner,no,malausma,85
401058,2003,1580,0.486,984,676,308,20,200,0,trad,owner,no,malausma,140
401058,2004,200,0.057,94,26,68,3,20,0,trad,owner,no,malausma,150
401063,1999,700,0.206,253,126,127,10,70,0,trad,mixed,no,malausma,50
401063,2000,310,0.091,130,57,73,5,30,0,trad,mixed,no,malausma,60
401063,2001,1000,0.414,426,210,216,10,60,0,trad,mixed,no,malausma,60
401063,2002,270,0.128,166,68,98,5,26,0,trad,owner,no,malausma,80
401063,2003,284,0.143,182,75,107,5,40,0,trad,owner,no,malausma,140
401063,2004,238,0.093,74,34,40,4,35,0,trad,owner,no,malausma,160
401069,1999,500,0.143,173,95,78,5,30,0,trad,owner,no,malausma,50
401069,2000,150,0.043,60,1,60,3,15,0,trad,owner,no,malausma,60
401069,2001,250,0.07,76,1,76,2,25,0,trad,owner,no,malausma,56
401069,2002,95,0.036,70,1,70,1,5,0,trad,owner,no,malausma,80
401069,2003,434,0.143,154,16,138,5,30,0,trad,owner,no,malausma,140
401069,2004,200,0.071,75,1,75,2,15,0,high,owner,no,malausma,150
401075,1999,450,0.143,144,45,99,6,30,0,trad,mixed,mixed,malausma,55
401075,2000,250,0.071,93,29,64,3,15,0,trad,mixed,mixed,malausma,65
401075,2001,580,0.213,141,38,103,7,46,250,trad,mixed,mixed,malausma,56
401075,2002,210,0.071,62,16,46,3,15,0,trad,owner,no,malausma,85
401075,2003,1444,0.357,362,122,240,20,100,500,trad,owner,no,malausma,140
401075,2004,533,0.143,193,76,117,6,30,0,trad,owner,no,malausma,160
401077,1999,372,0.143,160,32,128,6,25,0,trad,mixed,no,malausma,50
401077,2000,186,0.071,80,16,64,3,12,0,trad,mixed,no,malausma,60
401077,2001,372,0.143,103,1,103,3,20,0,trad,mixed,no,malausma,65
401077,2002,110,0.071,58,24,34,3,15,0,trad,owner,no,malausma,85
401077,2003,810,0.185,352,35,317,5,70,0,high,owner,no,malausma,130
401077,2004,600,0.114,184,21,163,2,30,0,high,owner,no,malausma,150
401092,1999,875,0.133,175,50,125,10,50,0,trad,owner,no,malausma,60
401092,2000,270,0.156,167,50,117,6,25,0,trad,owner,no,malausma,60
401092,2001,570,0.179,178,45,133,5,30,50,trad,owner,no,malausma,60
401092,2002,275,0.107,157,31,126,4,20,50,trad,owner,no,malausma,80
401092,2003,1100,0.2,245,80,165,6,60,0,mixed,owner,no,malausma,140
401092,2004,500,0.114,248,4,244,4,25,0,trad,owner,no,malausma,160
401095,1999,1388,0.56,301,216,85,15,75,0,trad,owner,no,malausma,50
401095,2000,930,0.406,138,109,29,8,60,0,trad,owner,no,malausma,60
401095,2001,1457,0.286,217,75,142,10,75,0,trad,owner,no,malausma,73
401095,2002,440,0.286,178,81,97,10,60,0,trad,owner,no,malausma,80
401095,2003,1110,0.286,363,179,184,20,100,0,trad,owner,no,malausma,140
401095,2004,780,0.164,226,87,139,10,70,0,high,owner,no,malausma,160
401109,1999,930,0.214,141,56,85,16,70,180,trad,owner,no,malausma,60
401109,2000,620,0.143,66,14,52,6,40,0,trad,owner,no,malausma,60
401109,2001,850,0.22,161,63,98,10,25,0,trad,owner,no,malausma,56
401109,2002,248,0.171,99,38,61,7,30,0,trad,owner,no,malausma,81
401109,2003,1500,0.371,446,337,109,15,100,0,trad,owner,no,malausma,140
401109,2004,840,0.193,247,137,110,8,50,0,trad,owner,no,malausma,160
401122,1999,2500,0.7,673,498,175,25,100,0,trad,owner,no,malausma,60
401122,2000,1800,0.5,366,210,156,20,75,0,trad,owner,no,malausma,65
401122,2001,2000,0.714,354,296,58,20,150,0,trad,owner,no,malausma,66
401122,2002,1100,0.6,643,579,64,20,200,0,trad,owner,no,malausma,96
401122,2003,1950,0.429,464,252,212,15,80,0,high,owner,no,malausma,140
401122,2004,1100,0.429,414,252,162,15,60,0,high,owner,no,malausma,160
401124,1999,250,0.071,107,5,102,2,15,0,trad,mixed,mixed,malausma,50
401124,2000,180,0.071,107,5,102,2,15,0,trad,mixed,mixed,malausma,65
401124,2001,450,0.14,128,39,89,10,25,0,trad,mixed,mixed,malausma,66
401124,2002,150,0.07,110,29,81,2,20,0,trad,owner,no,malausma,85
401124,2003,1200,0.214,322,90,232,10,60,0,high,owner,no,malausma,150
401124,2004,300,0.071,152,24,128,3,20,0,high,owner,no,malausma,160
401125,1999,4300,1.12,881,660,221,33,270,0,trad,owner,no,malausma,65
401125,2000,1660,0.322,444,330,114,6,70,0,trad,owner,no,malausma,60
401125,2001,1300,0.428,156,112,44,10,75,0,trad,owner,no,malausma,66
401125,2002,700,0.3,229,175,54,15,75,0,trad,owner,no,malausma,85
401125,2003,1483,0.429,571,433,138,25,65,0,trad,owner,no,malausma,140
401125,2004,780,0.214,360,238,122,12,30,0,trad,owner,no,malausma,160
401138,1999,700,0.164,119,34,85,6,8,0,trad,mixed,no,malausma,55
401138,2000,350,0.086,95,1,95,3,4,0,trad,mixed,no,malausma,60
401138,2001,840,0.157,299,183,116,15,50,0,trad,mixed,no,malausma,56
401138,2002,160,0.1,130,65,65,9,10,0,trad,owner,no,malausma,85
401138,2003,928,0.393,487,200,287,12,85,0,trad,owner,no,malausma,140
401138,2004,330,0.106,211,16,195,3,20,0,high,owner,no,malausma,160
402150,1999,434,0.143,146,64,82,6,35,150,trad,owner,mixed,malausma,52
402150,2000,200,0.057,79,37,42,3,13,0,trad,owner,mixed,malausma,60
402150,2001,550,0.214,191,54,137,6,35,0,trad,owner,mixed,malausma,56
402150,2002,230,0.1,130,31,99,5,15,0,trad,mixed,no,malausma,85
402150,2003,1530,0.314,403,112,291,15,70,0,mixed,owner,yes,malausma,140
402150,2004,400,0.121,201,26,175,4,30,0,mixed,owner,no,malausma,160
402155,1999,2600,0.56,677,1,677,14,100,500,trad,mixed,yes,malausma,55
402155,2000,1160,0.455,177,1,177,20,50,0,trad,mixed,yes,malausma,60
402155,2001,1650,0.571,599,115,484,16,100,0,trad,mixed,yes,malausma,56
402155,2002,574,0.465,281,69,212,13,62,0,trad,owner,no,malausma,90
402155,2003,1300,0.321,436,36,400,10,70,0,high,owner,yes,malausma,140
402155,2004,100,0.036,62,1,62,2,6,0,high,owner,no,malausma,150
402162,1999,1200,0.286,510,75,435,7,95,0,trad,owner,no,malausma,50
402162,2000,630,0.143,196,12,184,4,35,0,trad,owner,no,malausma,60
402162,2001,1010,0.357,382,70,312,30,100,125,trad,owner,no,malausma,56
402162,2002,490,0.143,257,105,152,7,30,0,trad,mixed,no,malausma,80
402162,2003,512,0.121,188,48,140,4,35,0,trad,owner,no,malausma,140
402162,2004,300,0.079,122,28,94,3,25,0,trad,owner,no,malausma,160
402167,1999,992,0.357,177,47,130,10,50,0,trad,owner,no,malausma,55
402167,2000,186,0.1,67,28,39,3,15,0,trad,owner,no,malausma,60
402167,2001,868,0.286,322,127,195,10,30,0,trad,owner,no,malausma,56
402167,2002,162,0.1,87,19,68,3,8,0,trad,owner,no,malausma,80
402167,2003,1000,0.321,470,46,424,10,65,0,trad,owner,no,malausma,140
402167,2004,550,0.193,169,10,159,5,40,0,trad,owner,no,malausma,160
402168,1999,596,0.279,191,58,133,6,48,0,trad,owner,no,malausma,55
402168,2000,210,0.107,161,32,129,3,10,0,trad,owner,no,malausma,65
402168,2001,195,0.071,134,1,134,3,5,0,trad,owner,no,malausma,58
402168,2002,132,0.071,89,46,43,3,4,0,trad,owner,no,malausma,81
402168,2003,600,0.143,263,74,189,5,40,0,trad,owner,no,malausma,140
402168,2004,240,0.071,89,22,67,3,20,0,trad,owner,no,malausma,150
402169,1999,640,0.21,205,75,130,9,70,250,trad,owner,no,malausma,50
402169,2000,446,0.212,239,72,167,4,45,0,trad,owner,no,malausma,64
402169,2001,860,0.214,288,86,202,15,50,0,trad,owner,no,malausma,56
402169,2002,279,0.143,156,35,121,3,70,0,trad,owner,no,malausma,80
402169,2003,455,0.114,314,126,188,4,40,0,trad,owner,no,malausma,140
402169,2004,250,0.071,151,33,118,3,27,0,high,owner,no,malausma,150
402171,1999,2170,0.357,446,250,196,12,50,360,trad,owner,no,malausma,55
402171,2000,430,0.143,168,76,92,4,25,0,trad,owner,no,malausma,60
402171,2001,1050,0.286,265,119,146,10,100,0,trad,owner,no,malausma,56
402171,2002,186,0.1,134,81,53,2,30,0,trad,owner,no,malausma,80
402171,2003,1000,0.287,288,60,228,10,60,0,trad,owner,no,malausma,140
402171,2004,320,0.129,160,16,144,5,25,0,high,owner,no,malausma,160
402176,1999,1000,0.286,268,175,93,6,50,250,trad,owner,mixed,malausma,50
402176,2000,400,0.143,154,64,90,3,25,0,trad,owner,mixed,malausma,60
402176,2001,500,0.142,126,14,112,5,25,0,trad,owner,mixed,malausma,56
402176,2002,310,0.214,195,45,150,7,32,0,trad,owner,no,malausma,80
402176,2003,500,0.171,308,16,292,6,40,0,trad,owner,no,malausma,140
402176,2004,350,0.15,183,1,183,5,30,0,trad,owner,no,malausma,150
402179,1999,300,0.084,110,1,110,6,20,0,trad,owner,no,malausma,50
402179,2000,262,0.014,28,1,28,2,5,0,trad,owner,no,malausma,60
402179,2001,320,0.1,103,14,89,7,20,0,trad,owner,no,malausma,56
402179,2002,100,0.071,76,1,76,4,7,0,trad,owner,no,malausma,80
402179,2003,700,0.214,204,30,174,8,60,0,trad,owner,no,malausma,140
402179,2004,150,0.074,111,1,111,5,40,0,high,owner,no,malausma,160
402201,1999,325,0.098,142,27,115,5,20,0,trad,owner,no,malausma,50
402201,2000,240,0.056,57,1,57,3,15,0,trad,owner,no,malausma,60
402201,2001,510,0.1,220,1,220,5,15,0,trad,owner,no,malausma,58
402201,2002,120,0.04,126,14,112,3,12,0,trad,owner,no,malausma,80
402201,2003,730,0.164,501,43,458,7,50,0,mixed,owner,no,malausma,140
402201,2004,364,0.086,275,32,243,3,15,0,high,owner,no,malausma,150
402203,1999,600,0.143,214,10,204,5,50,0,trad,owner,no,malausma,55
402203,2000,200,0.043,84,1,84,1,5,0,trad,owner,no,malausma,60
402203,2001,744,0.229,221,60,161,4,40,0,trad,owner,no,malausma,65
402203,2002,124,0.043,82,1,82,3,15,0,trad,owner,no,malausma,81
402203,2003,1025,0.277,720,270,450,15,125,0,trad,owner,no,malausma,140
402203,2004,784,0.186,302,106,196,10,75,0,trad,mixed,no,malausma,150
402208,1999,1240,0.571,405,135,270,20,75,0,trad,owner,mixed,malausma,50
402208,2000,164,0.071,118,1,118,5,15,0,trad,owner,mixed,malausma,60
402208,2001,1240,0.571,665,145,520,13,125,0,trad,owner,mixed,malausma,65
402208,2002,420,0.355,317,156,161,15,31,0,trad,owner,no,malausma,80
402208,2003,1800,0.464,430,210,220,15,100,0,mixed,owner,no,malausma,140
402208,2004,1600,0.321,270,10,260,10,75,0,mixed,owner,no,malausma,160
501001,1999,600,0.346,187,50,137,10,40,425,trad,owner,mixed,sukaambit,60
501001,2000,327,0.186,199,10,189,5,20,425,high,owner,mixed,sukaambit,60
501001,2001,725,0.345,310,42,268,11,35,1500,trad,owner,mixed,sukaambit,70
501001,2002,315,0.185,218,66,152,5,47,225,trad,owner,no,sukaambit,80
501001,2003,2224,0.572,793,111,682,20,195,1500,high,mixed,no,sukaambit,90
501001,2004,2520,0.606,814,122,692,22,127,2400,high,owner,yes,sukaambit,135
501008,1999,550,0.242,266,166,100,6,25,900,trad,owner,no,sukaambit,70
501008,2000,495,0.107,214,120,94,4,19,675,trad,owner,no,sukaambit,70
501008,2001,605,0.178,264,90,174,20,50,1000,trad,owner,no,sukaambit,70
501008,2002,400,0.142,266,94,172,5,90,200,high,owner,no,sukaambit,80
501008,2003,2640,1.053,702,317,385,45,235,1200,trad,mixed,no,sukaambit,100
501008,2004,3970,1.053,875,490,385,45,235,1200,high,mixed,no,sukaambit,135
501020,1999,1308,0.4,228,180,48,10,75,900,trad,owner,mixed,sukaambit,65
501020,2000,600,0.157,114,72,42,5,30,0,trad,owner,mixed,sukaambit,64
501020,2001,1230,0.385,248,168,80,12,170,600,trad,owner,mixed,sukaambit,70
501020,2002,220,0.085,112,42,70,3,38,200,high,owner,no,sukaambit,75
