id,year,exper,hours,bluecol,ind,south,smsa,married,union,educ,black,lwage,female,wage
152,87,9,6,yes,0,yes,no,no,0,8,yes,5.70378,1,299.9992576040583
152,88,10,35,yes,0,yes,no,no,0,8,yes,5.70378,1,299.9992576040583
153,82,13,49,yes,0,no,yes,yes,0,12,no,6.22456,1,505.0007932165664
153,83,14,37,yes,0,no,yes,yes,0,12,no,6.30992,1,550.0009469762311
153,84,15,49,yes,0,no,yes,yes,0,12,no,6.30992,1,550.0009469762311
153,85,16,48,yes,0,no,yes,yes,0,12,no,6.38519,1,592.9973914000863
153,86,17,22,yes,0,no,yes,yes,0,12,no,6.43455,1,623.0021687991916
153,87,18,50,yes,0,no,yes,yes,0,12,no,6.55108,1,699.9997654696559
153,88,19,48,yes,0,no,yes,no,0,12,no,6.68461,1,799.9986178668522
154,82,12,50,no,0,yes,yes,no,0,17,no,6.74524,1,850.0031029439558
154,83,13,44,no,0,yes,yes,no,0,17,no,6.72743,1,834.9985597507778
154,84,14,50,no,0,yes,yes,no,0,17,no,6.88244,1,975.0024657802169
154,85,15,45,no,0,yes,yes,yes,0,17,no,6.92756,1,1020.0021355983523
154,86,16,44,no,0,yes,yes,no,0,17,no,6.89972,1,991.9969175781955
154,87,17,51,no,0,yes,yes,no,0,17,no,7.02731,1,1126.9949126886543
154,88,18,49,no,0,yes,yes,no,0,17,no,7.1309,1,1250.001462130421
155,82,3,49,no,0,no,yes,yes,0,16,no,6.52209,1,679.9980972469588
155,83,4,46,no,0,no,yes,yes,0,16,no,6.68461,1,799.9986178668522
155,84,5,48,no,0,no,yes,yes,0,16,no,6.80239,1,899.9957130183304
155,85,6,48,no,0,no,yes,yes,0,16,no,7.00307,1,1100.0049953462344
155,86,7,48,no,0,no,yes,yes,0,16,no,7.00307,1,1100.0049953462344
155,87,8,48,no,0,no,yes,yes,0,16,no,7.27932,1,1450.0016886497845
155,88,9,48,no,1,no,yes,yes,0,16,no,7.37776,1,1600.0017468363578
156,82,33,47,no,0,no,no,yes,0,13,no,6.65286,1,774.9976522547125
156,83,34,47,no,0,no,no,yes,0,13,no,6.77422,1,874.996599443695
156,84,35,47,no,0,no,no,yes,0,13,no,6.80239,1,899.9957130183304
156,85,36,47,no,0,no,no,yes,0,13,no,6.85646,1,949.9981146370138
156,86,37,48,no,0,no,no,yes,0,13,no,7.00307,1,1100.0049953462344
156,87,38,48,yes,0,no,no,yes,0,13,no,7.09008,1,1200.0037970746978
156,88,39,48,yes,0,no,no,yes,0,13,no,7.06902,1,1174.9959737774434
157,82,8,48,yes,1,no,no,yes,1,12,no,6.54535,1,696.0002364072841
157,83,9,51,no,1,no,no,yes,1,12,no,6.45362,1,634.9968257110747
157,84,10,49,no,1,no,no,yes,1,12,no,6.57786,1,718.9990237992304
157,85,11,49,no,1,no,no,yes,1,12,no,6.67456,1,791.9988976837416
157,86,12,50,yes,1,no,no,yes,1,12,no,6.77308,1,873.9996716771238
157,87,13,50,no,1,no,no,yes,1,12,no,6.86901,1,961.9957184691185
157,88,14,50,yes,1,no,no,yes,1,12,no,6.90776,1,1000.0047210290066
158,82,29,46,yes,1,no,yes,yes,0,12,no,6.63857,1,764.0016890786452
158,83,30,47,yes,1,no,yes,yes,0,12,no,6.68461,1,799.9986178668522
158,84,31,47,yes,1,no,yes,yes,0,12,no,6.7334,1,839.998410858121
158,85,32,47,yes,1,no,yes,yes,0,12,no,6.88244,1,975.0024657802169
158,86,33,47,yes,1,no,yes,yes,0,12,no,6.9256,1,1018.0048893532852
158,87,34,47,yes,1,no,yes,yes,0,12,no,7.04141,1,1142.9980982841134
158,88,35,47,yes,1,no,yes,yes,0,12,no,7.08841,1,1198.0014631477702
159,82,30,49,no,1,no,no,yes,0,12,no,6.55108,1,699.9997654696559
159,83,31,49,no,1,no,no,yes,0,12,no,6.58617,1,724.9988002313536
159,84,32,49,no,0,no,no,yes,0,12,no,6.65286,1,774.9976522547125
159,85,33,52,no,1,no,no,yes,0,12,no,6.43775,1,624.9989689155998
159,86,34,48,no,1,no,no,yes,0,12,no,6.62007,1,749.9975951060887
159,87,35,50,no,1,no,no,yes,0,12,no,6.80239,1,899.9957130183304
159,88,36,49,yes,1,no,no,yes,1,12,no,6.68461,1,799.9986178668522
160,82,25,38,no,0,no,yes,yes,1,17,no,6.62007,1,749.9975951060887
160,83,26,40,no,0,no,yes,yes,1,17,no,6.80239,1,899.9957130183304
160,84,27,39,no,0,no,yes,yes,1,17,no,6.85646,1,949.9981146370138
160,85,28,38,no,0,no,yes,yes,1,17,no,6.90776,1,1000.0047210290066
160,86,29,39,no,0,no,yes,yes,1,17,no,6.95655,1,1050.004784701754
160,87,30,39,no,0,no,yes,yes,1,17,no,7.09008,1,1200.0037970746978
160,88,31,35,no,0,no,yes,yes,1,17,no,7.1507,1,1274.9981415708826
161,82,9,50,yes,0,no,no,yes,0,12,no,6.10925,1,450.0010877573504
161,83,10,52,yes,0,no,no,yes,0,12,no,6.21461,1,500.0009507898083
161,84,11,52,yes,0,no,no,yes,0,12,no,6.21461,1,500.0009507898083
161,85,12,52,yes,0,no,no,yes,0,12,no,6.5582,1,705.0015490190525
161,86,13,52,yes,0,no,no,yes,0,12,no,6.66568,1,784.9970815462345
161,87,14,46,yes,0,no,no,yes,0,12,no,6.86171,1,954.998719841761
161,88,15,52,yes,0,no,no,yes,0,12,no,6.97073,1,1064.9999167771482
162,82,8,50,yes,0,no,yes,yes,0,12,no,5.743,1,311.9990054050269
162,83,9,38,yes,0,no,yes,yes,0,12,no,6.05209,1,425.0003532072695
162,84,10,49,no,0,no,yes,yes,0,12,no,6.07993,1,436.99860374545773
162,85,11,49,yes,0,no,yes,yes,0,12,no,6.30992,1,550.0009469762311
162,86,12,51,yes,0,no,yes,yes,0,12,no,6.39693,1,600.0002068703479
162,87,13,51,yes,0,no,yes,yes,0,12,no,6.47697,1,649.9984641235205
162,88,14,49,yes,0,no,yes,no,0,12,no,6.51471,1,674.9981836634861
163,82,10,50,yes,1,yes,yes,yes,1,12,no,6.04025,1,419.99802126814745
163,83,11,52,yes,1,yes,yes,yes,1,12,no,6.18415,1,485.00053789561883
163,84,12,51,yes,1,yes,yes,yes,1,12,no,6.21461,1,500.0009507898083
163,85,13,49,yes,1,yes,yes,yes,1,12,no,6.30992,1,550.0009469762311
163,86,14,49,yes,1,yes,yes,yes,1,12,no,6.4552,1,636.0009137163385
163,87,15,50,yes,1,yes,yes,yes,1,12,no,6.52209,1,679.9980972469588
163,88,16,49,yes,1,yes,yes,yes,1,12,no,6.64249,1,767.0024533552379
164,82,10,49,yes,1,yes,yes,no,0,11,yes,6.07304,0,433.9980322048853
164,83,11,46,yes,1,yes,yes,no,0,11,yes,6.19441,0,490.0022583639151
164,84,12,50,yes,1,yes,yes,no,0,11,yes,6.31897,0,555.0010468717163
164,85,13,50,yes,1,yes,yes,no,0,11,yes,6.39526,0,598.999042729611
164,86,14,46,yes,1,yes,yes,no,0,11,yes,6.47697,0,649.9984641235205
164,87,15,45,yes,1,yes,yes,no,0,11,yes,6.59715,0,733.0031505238552
164,88,16,41,yes,1,yes,yes,no,0,11,yes,6.69208,0,805.996983545302
165,82,37,50,yes,1,no,no,yes,1,12,no,6.17794,1,481.99801703168987
165,83,38,50,yes,1,no,no,yes,1,12,no,6.31716,1,553.9974035480894
165,84,39,50,yes,1,no,no,yes,1,12,no,6.41182,1,609.0010549655863
165,85,40,50,yes,1,no,no,yes,1,12,no,6.39693,1,600.0002068703479
165,86,41,40,yes,1,no,no,yes,1,12,no,6.51471,1,674.9981836634861
165,87,42,48,yes,1,no,no,yes,1,12,no,6.61338,1,744.9968573138569
165,88,43,45,yes,1,no,no,yes,1,12,no,6.67834,1,794.9983188515839
166,82,10,50,no,0,no,yes,yes,0,15,no,6.71538,1,824.9972062786181
166,83,11,48,no,0,no,yes,yes,0,15,no,6.78559,1,885.0020841704364
166,84,12,48,no,0,no,yes,yes,0,15,no,6.8844900000000004,1,977.0032709596773
166,85,13,47,no,0,no,yes,yes,0,15,no,7.00307,1,1100.0049953462344
166,86,14,43,no,0,no,yes,yes,0,15,no,7.09008,1,1200.0037970746978
166,87,15,49,no,0,no,yes,yes,0,15,no,7.17012,1,1300.0005935156187
166,88,16,48,no,0,no,yes,yes,0,15,no,7.29302,1,1470.0034107379677
167,82,10,20,yes,0,no,no,no,0,10,no,5.01064,0,150.0007058872226
167,83,11,30,yes,0,no,no,no,0,10,no,5.01064,0,150.0007058872226
167,84,12,36,yes,0,no,no,no,0,10,no,5.52146,0,249.99977053454376
167,85,13,52,yes,0,no,no,no,0,10,no,5.66988,0,289.9997323357728
167,86,14,52,yes,0,no,no,no,0,10,no,5.73657,0,309.99928778226877
167,87,15,29,yes,0,no,no,no,0,10,no,5.81413,0,334.99982183864995
167,88,16,40,yes,0,no,no,no,0,10,no,5.81413,0,334.99982183864995
168,82,3,40,no,0,no,yes,yes,0,17,no,6.23245,1,509.0010095767852
168,83,4,42,no,0,no,yes,yes,0,17,no,6.57925,1,719.9991273532562
168,84,5,44,no,0,no,yes,yes,1,17,no,6.65286,1,774.9976522547125
168,85,6,48,no,0,no,yes,yes,1,17,no,6.74524,1,850.0031029439558
168,86,7,48,no,0,no,yes,yes,0,17,no,7.49554,1,1799.99650101174
168,87,8,48,no,0,no,yes,yes,0,17,no,8.16052,1,3500.006133834107
168,88,9,50,no,0,no,yes,yes,0,17,no,8.3082,1,4057.0038005732213
169,82,25,50,no,0,yes,no,yes,0,17,no,6.90575,1,997.9967302465157
169,83,26,50,no,0,yes,no,yes,0,17,no,6.90575,1,997.9967302465157
169,84,27,51,no,0,yes,no,yes,0,17,no,7.40853,1,1649.9990646241315
169,85,28,51,no,0,yes,no,yes,0,17,no,7.46737,1,1749.9981328952663
169,86,29,51,no,0,yes,no,yes,0,17,no,7.52294,1,1849.9983015668945
169,87,30,49,no,0,yes,no,yes,0,17,no,7.46737,1,1749.9981328952663
169,88,31,50,no,0,yes,no,yes,0,17,no,7.57558,1,1949.9909294834015
170,82,24,39,yes,0,yes,no,yes,0,9,no,5.67332,1,290.9990492546489
170,83,25,47,yes,0,yes,no,yes,0,9,no,5.7462,1,312.9990013625251
170,84,26,49,yes,0,yes,no,yes,0,9,no,5.82895,1,340.00149001579445
170,85,27,50,yes,0,yes,no,yes,0,9,no,6.07993,1,436.99860374545773
170,86,28,52,yes,0,yes,no,yes,0,9,no,5.99146,1,399.99818116094247
170,87,29,49,yes,0,yes,no,yes,0,9,no,5.99146,1,399.99818116094247
170,88,30,49,yes,0,yes,no,yes,0,9,no,6.13773,1,463.0013639600828
171,82,12,51,yes,0,no,yes,no,0,12,yes,5.99146,1,399.99818116094247
171,83,13,51,yes,0,no,yes,no,0,12,yes,5.92693,1,375.00149026405694
171,84,14,50,yes,0,no,yes,no,0,12,yes,6.07993,1,436.99860374545773
171,85,15,49,no,0,no,yes,no,0,12,yes,6.07993,1,436.99860374545773
171,86,16,45,no,0,no,yes,no,0,12,yes,6.2634,1,525.0009121401898
171,87,17,52,no,0,no,yes,no,0,12,yes,6.43775,1,624.9989689155998
171,88,18,28,no,0,no,yes,no,0,12,yes,6.55108,1,699.9997654696559
172,82,10,48,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
172,83,11,47,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
172,84,12,47,no,1,no,yes,yes,0,16,no,7.22766,1,1376.9965592549413
172,85,13,46,no,1,no,yes,yes,0,16,no,7.29302,1,1470.0034107379677
172,86,14,48,no,1,no,yes,yes,0,16,no,7.33368,1,1531.0055182580313
172,87,15,49,no,0,no,yes,yes,0,16,no,7.57353,1,1945.9975426979317
172,88,16,50,no,0,no,yes,yes,0,16,no,7.27101,1,1438.0021019534704
173,82,28,48,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
173,83,29,46,no,1,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
173,84,30,46,no,1,no,yes,yes,0,16,no,7.34601,1,1549.9996746344307
173,85,31,49,no,1,no,yes,yes,0,16,no,7.31322,1,1499.9994193646608
173,86,32,44,no,1,no,yes,yes,0,16,no,7.55486,1,1910.002824814398
173,87,33,48,no,1,no,yes,yes,0,16,no,7.71869,1,2250.010135826281
173,88,34,43,no,1,no,yes,yes,0,16,no,7.69621,1,2199.9941934455665
174,82,5,28,yes,1,no,yes,no,1,12,no,6.08222,1,438.0004772553768
174,83,6,40,no,1,no,yes,no,1,12,no,6.51323,1,673.9999252451092
174,84,7,29,yes,1,no,yes,no,1,12,no,6.62141,1,751.0032655322344
174,85,8,46,yes,1,no,yes,no,1,12,no,6.6995,1,811.9997237887642
174,86,9,48,yes,1,no,yes,no,1,12,no,6.79571,1,894.0037770028566
174,87,10,49,yes,1,no,yes,no,1,12,no,6.89669,1,988.9957160344164
174,88,11,48,yes,1,no,yes,no,1,12,no,6.99668,1,1092.9983734242533
175,82,3,49,no,0,no,yes,no,0,12,no,5.96615,0,390.0012717438335
175,83,4,50,no,0,no,yes,no,0,12,no,6.11147,0,451.00119988588807
175,84,5,48,no,0,no,yes,no,0,12,no,6.17379,0,480.0018701307137
175,85,6,49,no,0,no,yes,no,0,12,no,6.22059,0,502.9999144398383
175,86,7,48,no,0,no,yes,no,0,12,no,6.28972,0,539.0023872853372
175,87,8,50,no,0,no,yes,no,0,12,no,6.36475,0,580.999560269206
175,88,9,49,no,0,no,yes,no,0,12,no,6.72743,0,834.9985597507778
176,82,4,50,yes,0,no,no,yes,0,14,no,6.43615,1,623.9997701375192
176,83,5,50,no,0,no,no,yes,0,14,no,6.65929,1,779.996942652755
176,84,6,50,no,0,no,no,yes,0,14,no,6.74524,1,850.0031029439558
176,85,7,50,no,0,no,no,yes,0,14,no,6.85646,1,949.9981146370138
176,86,8,50,no,0,no,no,yes,0,14,no,6.90776,1,1000.0047210290066
176,87,9,49,no,0,no,no,yes,0,14,no,7.1333,1,1253.005068525478
176,88,10,47,no,0,no,no,yes,0,14,no,7.21891,1,1365.0003991000415
177,82,19,49,no,0,no,yes,no,0,15,no,6.77422,0,874.996599443695
177,83,20,51,no,0,no,yes,no,0,15,no,6.82546,0,920.9999666088627
177,84,21,48,no,0,no,yes,no,0,15,no,6.07993,0,436.99860374545773
177,85,22,49,no,0,no,yes,no,0,15,no,6.90776,0,1000.0047210290066
177,86,23,47,no,0,no,yes,no,0,15,no,6.21461,0,500.0009507898083
177,87,24,52,no,0,no,yes,no,0,15,no,6.70073,0,812.9990979381305
177,88,25,50,no,0,no,yes,no,0,15,no,6.59304,0,729.9966900835251
178,82,3,49,yes,1,no,no,yes,0,9,no,6.10032,1,446.0004673992963
178,83,4,48,yes,1,no,no,yes,0,9,no,6.15698,1,472.0004788038607
178,84,5,49,yes,1,no,no,yes,0,9,no,6.24222,1,513.9983215587854
178,85,6,50,yes,1,no,no,yes,0,9,no,6.38351,1,592.0019921520206
178,86,7,51,yes,1,no,no,yes,0,9,no,6.42487,1,617.0006022506699
178,87,8,47,yes,1,no,no,yes,0,9,no,6.57228,1,714.9981819760959
178,88,9,49,yes,1,no,no,yes,0,9,no,6.75693,1,859.9979452495584
179,82,20,47,yes,0,no,no,yes,0,16,no,5.7462,1,312.9990013625251
179,83,21,47,yes,0,no,no,yes,0,16,no,5.92693,1,375.00149026405694
179,84,22,49,yes,0,no,no,yes,0,16,no,6.01616,1,410.00116452532893
179,85,23,50,yes,0,no,no,yes,0,16,no,5.94803,1,382.9980891485794
179,86,24,46,yes,0,no,no,yes,0,16,no,6.05209,1,425.0003532072695
179,87,25,48,yes,0,no,no,yes,0,16,no,6.32436,1,558.0005789915291
179,88,26,49,yes,0,no,no,yes,0,16,no,6.3699,1,583.9994260285977
180,82,11,48,no,0,no,yes,yes,0,12,no,6.28972,1,539.0023872853372
180,83,12,48,no,0,no,yes,yes,0,12,no,6.39693,1,600.0002068703479
180,84,13,50,no,0,no,no,yes,0,12,no,6.54535,1,696.0002364072841
180,85,14,50,no,0,no,yes,yes,0,12,no,6.73102,1,838.0015917975262
180,86,15,51,no,0,no,yes,yes,0,12,no,7.49332,1,1796.004941050384
180,87,16,50,no,0,no,yes,yes,0,12,no,6.73102,1,838.0015917975262
180,88,17,50,no,0,no,yes,yes,0,12,no,6.98286,1,1077.9970339205602
181,82,14,46,yes,1,yes,no,yes,1,12,no,6.55108,1,699.9997654696559
181,83,15,26,no,1,yes,no,yes,0,12,no,6.86693,1,959.9968469217714
181,84,16,50,no,1,yes,no,yes,0,12,no,6.9256,1,1018.0048893532852
181,85,17,49,no,1,yes,no,yes,0,12,no,7.06476,1,1170.0011374841445
181,86,18,49,yes,1,yes,no,yes,0,12,no,7.1309,1,1250.001462130421
181,87,19,49,yes,1,yes,no,yes,0,12,no,7.43838,1,1699.9939989352702
181,88,20,32,yes,1,yes,no,yes,1,12,no,7.14441,1,1267.003572538153
182,82,8,51,yes,0,yes,no,yes,0,14,no,5.85793,0,349.9988959325305
182,83,9,51,yes,0,yes,no,yes,0,14,no,5.8861,0,359.99854868086936
182,84,10,51,yes,0,yes,no,yes,0,14,no,5.99146,0,399.99818116094247
182,85,11,50,yes,0,yes,no,yes,0,14,no,6.02828,0,415.00061410471443
182,86,12,50,yes,0,yes,no,yes,0,14,no,6.10925,0,450.0010877573504
182,87,13,50,yes,0,yes,no,no,0,14,no,6.16331,0,474.99771808902665
182,88,14,51,yes,0,yes,no,no,0,14,no,6.21461,0,500.0009507898083
183,82,10,36,yes,0,yes,no,no,0,8,no,5.42053,0,225.99887016728763
183,83,11,36,yes,0,yes,no,no,0,8,no,5.51745,0,248.99927878133235
183,84,12,39,yes,0,yes,no,no,0,8,no,5.19296,0,180.0005668406547
183,85,13,36,yes,0,yes,no,no,0,8,no,5.34711,0,210.00051854997176
183,86,14,35,yes,0,yes,no,no,0,8,no,5.64191,0,282.0008259966617
183,87,15,38,yes,0,yes,no,no,0,8,no,5.65948,0,286.9993640776934
183,88,16,41,yes,0,yes,no,no,0,8,no,5.75257,0,314.9991687710224
184,82,25,47,yes,1,no,yes,yes,0,12,no,6.55393,1,701.9976103779479
184,83,26,47,yes,1,no,yes,yes,0,12,no,6.71538,1,824.9972062786181
184,84,27,47,yes,1,no,yes,yes,0,12,no,6.62407,1,753.0035934752543
184,85,28,47,yes,1,no,yes,yes,0,12,no,6.83087,1,925.9960787259405
184,86,29,47,yes,1,no,yes,yes,0,12,no,6.95655,1,1050.004784701754
184,87,30,47,yes,1,no,yes,yes,1,12,no,6.7901,1,889.0024576315357
184,88,31,47,yes,1,no,yes,yes,1,12,no,7.09008,1,1200.0037970746978
185,82,23,48,yes,0,no,no,yes,1,12,no,6.55108,1,699.9997654696559
185,83,24,49,yes,0,no,no,yes,1,12,no,6.62007,1,749.9975951060887
185,84,25,48,yes,0,no,no,yes,1,12,no,6.70564,1,817.0007394997122
185,85,26,48,yes,0,no,no,yes,1,12,no,6.78559,1,885.0020841704364
185,86,27,46,yes,0,no,no,yes,1,12,no,6.88857,1,980.9975871693457
185,87,28,46,yes,0,no,no,yes,1,12,no,7.0076,1,1104.9993215834106
185,88,29,47,yes,0,no,no,yes,1,12,no,7.11233,1,1227.0031353437175
186,82,35,45,yes,0,no,yes,yes,0,12,no,6.80239,1,899.9957130183304
186,83,36,45,yes,0,no,yes,yes,0,12,no,6.85646,1,949.9981146370138
186,84,37,45,yes,0,no,yes,yes,0,12,no,6.98008,1,1075.0043639049622
186,85,38,46,yes,0,no,yes,yes,0,12,no,7.09589,1,1206.9961121415408
186,86,39,44,yes,0,no,yes,yes,0,12,no,7.48829,1,1786.9937184211426
186,87,40,44,yes,0,no,yes,yes,0,12,no,7.45124,1,1721.9970984536667
186,88,41,30,yes,1,no,yes,yes,1,12,no,7.47873,1,1769.9914587654691
187,82,22,47,yes,0,no,yes,no,1,12,no,6.90575,1,997.9967302465157
187,83,23,49,yes,0,no,yes,yes,1,12,no,6.90575,1,997.9967302465157
187,84,24,45,yes,0,no,yes,yes,1,12,no,7.11639,1,1231.99489448743
187,85,25,26,yes,0,no,yes,yes,1,12,no,7.07412,1,1181.0037600769006
187,86,26,22,yes,0,no,yes,yes,1,12,no,7.0579,1,1162.0023967298946
187,87,27,48,yes,0,no,yes,yes,1,12,no,7.02643,1,1126.0035934099444
187,88,28,42,yes,0,no,yes,yes,1,12,no,7.26263,1,1426.001995012127
188,82,10,49,no,0,no,yes,yes,0,12,no,6.62007,1,749.9975951060887
188,83,11,48,no,0,no,yes,yes,0,12,no,6.62007,1,749.9975951060887
188,84,12,48,no,0,no,yes,yes,0,12,no,6.83303,1,927.998391975799
188,85,13,48,no,0,no,yes,yes,0,12,no,6.9256,1,1018.0048893532852
188,86,14,47,no,0,no,yes,yes,0,12,no,7.02376,1,1123.001173829342
188,87,15,46,no,0,no,yes,yes,0,12,no,7.06305,1,1168.0021451645841
188,88,16,48,no,0,no,yes,yes,0,12,no,7.18311,1,1316.997758806006
189,82,23,48,no,0,no,yes,yes,0,17,no,6.90575,1,997.9967302465157
189,83,24,48,no,0,no,no,yes,0,17,no,6.90575,1,997.9967302465157
189,84,25,49,no,0,no,no,yes,0,17,no,7.04752,1,1150.003195443549
189,85,26,48,no,0,no,no,yes,0,17,no,7.09008,1,1200.0037970746978
189,86,27,48,no,0,no,no,yes,0,17,no,7.1309,1,1250.001462130421
189,87,28,48,no,0,no,no,yes,0,17,no,6.99942,1,1095.9972956146112
189,88,29,49,no,0,no,no,yes,0,17,no,7.01481,1,1112.9951570408548
190,82,6,51,yes,1,yes,no,yes,0,9,no,6.09582,1,443.9979742847132
190,83,7,51,yes,1,yes,no,yes,0,9,no,6.29157,1,540.0004646387072
190,84,8,50,yes,1,yes,no,yes,0,9,no,6.40523,1,605.0009328920604
190,85,9,50,yes,1,yes,no,yes,0,9,no,6.62007,1,749.9975951060887
190,86,10,49,yes,1,yes,no,yes,0,9,no,6.71901,1,827.99738817312425
190,87,11,50,yes,1,yes,no,yes,0,9,no,6.82546,1,920.9999666088627
190,88,12,50,yes,1,yes,no,yes,0,9,no,6.95464,1,1048.0011896054007
191,82,25,50,yes,1,yes,no,yes,1,6,no,6.10032,1,446.0004673992963
191,83,26,51,yes,1,yes,no,yes,1,6,no,6.29157,1,540.0004646387072
191,84,27,51,yes,1,yes,no,yes,1,6,no,6.29157,1,540.0004646387072
191,85,28,51,yes,1,yes,no,yes,1,6,no,6.37161,1,584.9989193703623
191,86,29,44,yes,1,yes,no,yes,1,6,no,6.47389,1,647.999548763883
191,87,30,41,yes,1,yes,no,yes,1,6,no,6.54679,1,697.0031987072545
191,88,31,42,yes,1,yes,no,yes,1,6,no,6.5903,1,727.9992369132126
192,82,6,48,no,1,no,yes,yes,1,12,no,6.286,1,537.0010232497143
192,83,7,49,no,1,no,yes,yes,1,12,no,6.4599,1,638.9971536590947
192,84,8,42,no,1,no,yes,yes,1,12,no,6.54965,1,698.999481178759
192,85,9,15,no,1,no,yes,yes,1,12,no,6.64639,1,769.9996035673505
192,86,10,44,no,1,no,yes,yes,1,12,no,6.76849,1,869.9972058701792
192,87,11,47,yes,1,no,yes,yes,1,12,no,6.84162,1,936.00423402655
192,88,12,44,no,1,no,yes,yes,1,12,no,6.94794,1,1041.00305157629
193,82,32,48,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
193,83,33,49,no,0,no,yes,yes,0,16,no,6.90575,1,997.9967302465157
193,84,34,50,no,0,no,yes,yes,0,16,no,7.36518,1,1579.9998008868122
193,85,35,48,no,0,no,yes,yes,0,16,no,7.42476,1,1676.9970454250815
193,86,36,49,no,0,no,yes,yes,0,16,no,7.46737,1,1749.9981328952663
193,87,37,52,no,0,no,yes,yes,0,16,no,7.28139,1,1453.0063008460406
193,88,38,50,no,0,no,yes,yes,0,16,no,7.49332,1,1796.004941050384
194,82,11,47,yes,0,no,no,yes,1,12,no,6.54965,1,698.999481178759
194,83,12,45,yes,0,no,no,yes,1,12,no,6.83518,1,929.99573489279
194,84,13,48,yes,0,no,no,yes,1,12,no,6.79794,1,895.9996299745384
194,85,14,48,yes,0,no,no,yes,1,12,no,6.80128,1,898.9972720141526
194,86,15,48,yes,0,no,no,yes,1,12,no,6.91075,1,1002.9992096744902
194,87,16,51,yes,1,no,no,yes,1,12,no,6.69084,1,804.9981666801439
194,88,17,49,yes,1,no,no,yes,1,12,no,6.47697,1,649.9984641235205
195,82,11,52,no,1,yes,yes,yes,0,16,no,6.44572,1,630.0001137870956
195,83,12,50,no,1,yes,yes,yes,0,16,no,6.62007,1,749.9975951060887
195,84,13,50,no,1,yes,yes,yes,0,16,no,6.69703,1,809.9965593974547
195,85,14,50,no,1,yes,yes,yes,0,16,no,6.82979,1,924.9965428074673
195,86,15,50,no,1,yes,yes,yes,0,16,no,6.90776,1,1000.0047210290066
195,87,16,51,no,1,yes,yes,yes,0,16,no,6.72263,1,831.0001704751397
195,88,17,52,no,1,yes,yes,yes,0,16,no,6.72022,1,828.9998713928507
196,82,7,46,yes,0,yes,no,yes,0,9,no,6.05209,1,425.0003532072695
196,83,8,50,yes,0,yes,no,yes,0,9,no,6.21461,1,500.0009507898083
196,84,9,49,yes,0,yes,no,yes,0,9,no,6.43775,1,624.9989689155998
196,85,10,48,yes,0,yes,no,yes,0,9,no,6.58617,1,724.9988002313536
196,86,11,50,yes,0,yes,no,yes,0,9,no,6.68461,1,799.9986178668522
196,87,12,50,yes,0,yes,no,yes,0,9,no,6.74524,1,850.0031029439558
196,88,13,40,yes,0,yes,no,yes,0,9,no,6.90776,1,1000.0047210290066
197,82,20,50,yes,1,yes,no,no,0,7,no,5.53339,0,253.0001293519704
197,83,21,50,yes,1,yes,no,no,0,7,no,5.82008,0,336.999012472701
197,84,22,50,yes,1,yes,no,no,0,7,no,5.8999,0,365.00096594366863
197,85,23,50,yes,1,yes,no,no,0,7,no,5.97635,0,393.999641736777
197,86,24,49,yes,1,yes,no,no,0,7,no,6.05209,0,425.0003532072695
197,87,25,48,yes,1,yes,no,no,0,7,no,6.12905,0,458.99990358222004
197,88,26,39,yes,1,yes,no,no,0,7,no,6.21261,0,499.00194822379524
198,82,29,47,no,1,no,no,yes,0,12,no,6.68461,1,799.9986178668522
198,83,30,48,no,1,no,no,yes,0,12,no,6.68461,1,799.9986178668522
198,84,31,47,no,1,no,no,yes,0,12,no,6.77422,1,874.996599443695
198,85,32,45,no,1,no,no,yes,0,12,no,6.84588,1,940.0001172518009
198,86,33,45,no,1,no,no,yes,0,12,no,7.02554,1,1125.0018960332625
198,87,34,45,no,1,no,no,yes,0,12,no,7.08841,1,1198.0014631477702
198,88,35,45,no,1,no,no,yes,0,12,no,7.1309,1,1250.001462130421
199,82,8,50,no,0,no,yes,no,0,13,no,6.39693,1,600.0002068703479
199,83,9,50,no,0,no,yes,no,0,13,no,6.51915,1,678.001838778905
199,84,10,48,no,0,no,yes,no,0,13,no,6.60394,1,737.9971774502486
199,85,11,50,no,0,no,yes,no,0,13,no,6.73815,1,843.9978945636384
199,86,12,49,no,0,no,yes,no,0,13,no,6.84268,1,936.9969245476452
199,87,13,48,no,0,no,yes,no,0,13,no,6.90776,1,1000.0047210290066
199,88,14,50,no,0,no,yes,no,0,13,no,7.09008,1,1200.0037970746978
200,82,3,43,no,0,no,no,yes,0,17,no,6.17379,1,480.0018701307137
200,83,4,38,no,0,no,no,yes,0,17,no,6.33683,1,565.0024119074088
200,84,5,36,no,0,no,no,yes,0,17,no,6.35437,1,574.9999765415241
200,85,6,36,no,0,no,no,yes,0,17,no,6.39526,1,598.999042729611
200,86,7,36,no,0,no,no,yes,1,17,no,6.55108,1,699.9997654696559
200,87,8,37,no,0,no,no,yes,1,17,no,6.68461,1,799.9986178668522
200,88,9,38,no,0,no,no,yes,0,17,no,6.73102,1,838.0015917975262
