id,year,wage,hours,age,educ,exper,tenure,union,collgrad,married,never_married,black,south,cental_city
79,82,6.66,40,36,12,10.58,10.58,0,0,1,0,0,0,0
79,83,6.26,40,37,12,11.56,11.5,0,0,1,0,0,0,0
79,85,6.2,40,39,12,13.56,13.5,0,0,1,0,0,0,0
79,87,6.43,40,41,12,15.58,15.58,0,0,1,0,0,0,0
79,88,6.81,40,43,12,16.93,16.92,0,0,1,0,0,0,0
80,82,4,20,35,14,3.23,0.58,0,0,1,0,0,0,1
80,83,4.32,17,36,14,4.21,1.58,0,0,1,0,0,0,1
80,85,4.7,40,38,14,6.21,3.58,0,0,1,0,0,0,1
80,87,5.43,40,39,14,8.21,5.5,0,0,1,0,0,0,1
80,88,5.45,40,41,14,9.58,6.92,0,0,1,0,0,0,1
81,82,3.75,16,32,12,15.4,1.5,0,0,1,0,0,0,1
81,83,3.94,14,33,12,16.37,2.42,0,0,1,0,0,0,1
81,85,3.85,20,35,12,18.37,0.42,1,0,1,0,0,0,1
81,87,4.43,25,37,12,20.37,2.33,1,0,1,0,0,0,1
81,88,5.29,20,38,12,21.75,1,1,0,1,0,0,0,1
82,82,5,16,36,12,10.77,0.42,0,0,0,0,0,0,0
82,83,4.8,16,37,12,11.75,1.42,0,0,0,0,0,0,0
82,85,5.38,30,39,12,13.75,3.42,0,0,0,0,0,0,0
82,87,4.96,24,41,12,15.67,3.75,0,0,0,0,0,0,0
82,88,6.28,30,43,12,17.02,0.25,0,0,0,0,0,0,0
83,82,10.28,35,30,12,10.19,8.92,0,0,1,0,0,0,1
83,83,8.97,35,31,12,11.15,9.92,0,0,1,0,0,0,1
83,85,11.82,35,33,12,13.15,11.92,0,0,1,0,0,0,1
83,87,12.54,40,35,12,15,0,0,0,1,0,0,0,0
83,88,12.58,40,36,12,16.37,1.33,0,0,1,0,0,0,0
84,82,10.25,35,30,16,5.29,4,1,1,0,1,1,0,1
84,83,12.79,35,31,16,6.35,5.08,0,1,0,1,1,0,1
84,85,13.83,35,33,16,8.27,7,1,1,0,1,1,0,1
84,87,25.73,26,35,16,10.27,9,1,1,0,1,1,0,1
84,88,20.79,35,36,16,11.46,10.33,1,1,0,1,1,0,1
85,82,6.97,35,35,12,8.22,0.92,1,0,0,0,0,0,1
85,83,7.05,35,36,12,9.28,2,1,0,0,0,0,0,1
85,85,7.91,35,38,12,11.28,0.17,1,0,0,0,0,0,1
85,87,10.75,35,40,12,13.28,2.25,1,0,0,0,0,0,1
85,88,11.06,35,42,12,14.45,3.58,1,0,0,0,0,0,1
86,82,11.98,40,36,12,10.95,6.08,1,0,0,0,0,0,0
86,83,12.7,40,38,12,11.97,6.08,1,0,0,0,0,0,0
86,85,8.12,40,40,12,13.97,0,1,0,0,0,0,0,0
86,87,8.36,40,42,12,15.97,0,1,0,0,0,0,0,0
86,88,9.68,40,43,12,17.12,1.33,1,0,0,0,0,0,0
87,82,5.94,37,34,12,4.63,0.42,0,0,0,0,0,0,1
87,83,5.06,38,35,12,4.9,1,0,0,0,0,0,0,1
87,85,2.87,25,37,12,6.58,0.08,0,0,0,0,0,0,1
87,87,7.36,21,39,12,8.25,1,1,0,0,0,0,0,1
87,88,7.52,35,40,12,9.69,2.42,1,0,0,0,0,0,1
88,82,15.38,15,36,16,12.73,9.25,0,1,1,0,0,0,0
88,83,20.17,15,37,16,13.65,10.25,0,1,1,0,0,0,0
88,85,10.77,24,39,16,15.5,12.25,0,1,1,0,0,0,0
88,87,13.17,20,41,16,17.35,14.25,0,1,1,0,0,0,0
88,88,15.1,20,42,16,18.77,15.67,0,1,1,0,0,0,0
89,82,3.5,50,33,8,8.67,3.17,0,0,0,0,0,1,0
89,83,2.72,46,34,8,9.65,4.08,0,0,0,0,0,1,0
89,85,7.17,25,36,8,11.65,6,0,0,0,0,0,1,0
89,87,5.23,40,38,8,13.65,8.08,0,0,0,0,0,1,0
89,88,10.06,20,40,8,14.92,9.42,0,0,0,0,0,1,0
90,82,15.06,40,38,16,13.92,13.92,0,1,0,1,0,0,0
90,83,11.39,40,39,16,14.94,14.92,0,1,0,1,0,0,0
90,85,10.77,40,41,16,16.94,16.92,0,1,0,1,0,0,0
90,87,9.53,40,43,16,19,19,0,1,0,1,0,0,0
90,88,9.68,40,44,16,20.33,20.33,0,1,0,1,0,0,0
91,82,4.9,40,39,12,5.5,3.5,0,0,1,0,0,1,0
91,83,4.95,40,40,12,6.48,4.42,0,0,0,0,0,1,0
91,85,5.04,40,42,12,8.4,0.5,0,0,0,0,0,1,0
91,87,5.23,40,44,12,10.37,0.25,0,0,0,0,0,1,0
91,88,5.23,40,45,12,11.79,1.67,0,0,1,0,0,1,0
92,82,6.66,45,38,17,4.17,0.17,0,1,1,0,0,0,0
92,83,9.24,40,39,17,5.19,1.25,0,1,1,0,0,0,0
92,85,11.2,40,41,17,7.19,3.17,0,1,1,0,0,0,0
92,87,12.46,40,43,17,9.19,5.25,0,1,1,0,0,0,0
92,88,12.78,40,45,17,10.55,6.58,0,1,1,0,0,0,0
93,82,6.61,40,30,12,5.38,2.08,0,0,0,0,0,0,1
93,83,6.41,30,31,12,6.35,0.92,0,0,0,0,0,0,1
93,85,6.16,40,34,12,8.35,3,0,0,0,0,0,0,1
93,87,8.04,40,35,12,10.35,1.75,0,0,0,0,0,0,1
93,88,11.61,40,37,12,11.71,3.17,0,0,0,0,0,0,1
94,82,8.51,35,30,18,6.48,2.25,0,1,0,1,0,0,1
94,83,4.8,25,30,18,6.48,0.25,0,1,0,1,0,0,1
94,85,9.48,40,32,18,6.48,1.42,0,1,1,0,0,0,1
94,87,12.06,40,34,18,8.44,0.67,0,1,1,0,0,0,1
94,88,15.87,40,36,18,9.79,2,0,1,1,0,0,0,1
95,82,13.46,40,33,12,12.74,6.42,0,0,1,0,0,0,0
95,83,13.85,40,34,12,13.8,7.5,0,0,1,0,0,0,0
95,85,16.2,40,36,12,15.8,9.42,0,0,1,0,0,0,0
95,87,16.48,40,38,12,17.8,11.42,0,0,1,0,0,0,0
95,88,16.64,40,39,12,19.19,12.83,0,0,1,0,0,0,0
96,82,6.15,45,31,12,12.5,12.5,0,0,0,1,0,0,0
96,83,6.1,50,32,12,13.5,13.5,0,0,0,1,0,0,0
96,85,7.65,50,34,12,15.58,15.58,0,0,0,1,0,0,0
96,87,8.52,53,36,12,17.58,0,0,0,0,1,0,0,0
96,88,10.19,50,37,12,18.87,1.33,0,0,0,1,0,0,0
97,82,6,15,34,17,6.78,0.42,0,1,1,0,0,0,0
97,83,6.24,15,35,17,7.78,1.33,0,1,1,0,0,0,0
97,85,6.85,21,37,17,9.72,3.42,0,1,1,0,0,0,0
97,87,6.43,20,39,17,11.72,5.42,1,1,1,0,0,0,0
97,88,10,30,41,17,13.01,6.75,0,1,1,0,0,0,0
98,82,9,35,32,12,13.77,3.83,1,0,1,0,0,1,0
98,83,12.01,40,33,12,14.77,1.17,1,0,1,0,0,1,0
98,85,10.08,40,35,12,16.77,3.17,1,0,1,0,0,1,1
98,87,10.56,38,37,12,18.27,5.17,1,0,1,0,0,1,1
98,88,9.33,37,39,12,19.6,6.5,1,0,1,0,0,1,1
99,82,10.62,35,28,12,10.58,10.58,1,0,1,0,0,0,0
99,83,10.57,35,29,12,11.6,0,1,0,1,0,0,0,0
99,85,11.52,35,31,12,13.6,0,1,0,1,0,0,0,0
99,87,11.96,35,33,12,15.6,2,1,0,1,0,0,0,0
99,88,11.99,35,35,12,17.01,3.42,1,0,1,0,0,0,0
100,82,4.35,39,28,12,8.9,1.08,0,0,0,0,0,1,1
100,83,4.47,40,29,12,9.88,2,0,0,0,0,0,1,1
100,85,5.04,40,31,12,11.85,1.17,0,0,0,0,0,1,1
100,87,6.25,45,33,12,13.85,3,0,0,1,0,0,1,1
100,88,5,40,35,12,15.19,4.5,0,0,1,0,0,1,1
101,82,6.15,35,30,15,2.13,1.58,1,0,0,0,1,0,1
101,83,7.66,35,31,15,3.17,2.58,1,0,0,0,1,0,1
101,85,7.71,38,33,15,5.17,4.5,1,0,0,0,1,0,1
101,87,9.19,35,35,15,7.17,6.5,1,0,0,0,1,0,1
101,88,8.85,35,36,15,8.6,7.92,1,0,0,0,1,0,0
102,82,6.92,38,37,11,8.97,0.58,0,0,1,0,1,0,0
102,83,7.24,37,38,11,9.96,1.58,0,0,1,0,1,0,0
102,85,7.08,38,40,11,11.96,3.58,0,0,1,0,1,0,0
102,87,7.62,38,42,11,13.96,5.58,1,0,1,0,1,0,0
102,88,8.15,38,44,11,15.38,7,0,0,1,0,1,0,0
103,82,6.92,10,35,12,8.06,2,0,0,1,0,0,0,0
103,83,5.54,20,36,12,9.06,2.92,0,0,1,0,0,0,0
103,85,4.14,15,38,12,9.92,2.08,0,0,1,0,0,0,0
103,87,3.22,40,40,12,11.92,4.08,0,0,1,0,0,0,0
103,88,20.13,10,41,12,13.27,0,0,0,1,0,0,0,0
104,82,10.03,40,34,18,12.42,12.42,1,1,1,0,0,0,0
104,83,13.73,40,35,18,13.42,13.42,1,1,1,0,0,0,0
104,85,12.94,45,37,18,15.42,15.42,1,1,1,0,0,0,0
104,87,12.25,40,39,18,17.33,17.33,1,1,1,0,0,0,0
104,88,4.79,21,40,18,18.83,18.83,0,1,1,0,0,0,0
105,82,8.08,40,31,18,7.94,4.42,1,1,1,0,0,1,0
105,83,8.77,40,32,18,8.92,5.42,0,1,1,0,0,1,0
105,85,8.18,40,34,18,10.92,7.42,0,1,1,0,0,1,0
105,87,10.85,40,36,18,12.92,9.42,0,1,1,0,0,0,0
105,88,10.45,40,38,18,14.3,10.83,0,1,1,0,0,0,0
106,82,5.76,60,38,16,8.75,4.08,1,1,1,0,0,1,1
106,83,6.16,60,39,16,9.75,5.08,0,1,1,0,0,1,1
106,85,8.01,50,41,16,11.75,7.08,0,1,1,0,0,1,1
106,87,6.07,70,43,16,13.75,9.17,1,1,1,0,0,1,1
106,88,10.06,40,44,16,15.08,10.5,1,1,1,0,0,1,1
107,82,10,48,31,12,13.22,1.42,1,0,1,0,1,0,1
107,83,10.57,40,32,12,14.11,2.42,1,0,1,0,1,0,1
107,85,10.08,40,34,12,15.99,4.42,1,0,1,0,1,0,1
107,87,10.85,40,36,12,17.99,6.5,1,0,0,0,1,1,0
107,88,11.29,35,37,12,19.36,7.83,1,0,1,0,1,1,0
108,82,9.82,40,34,12,15.58,15.58,1,0,1,0,0,0,0
108,83,10.18,40,35,12,16.66,16.58,1,0,1,0,0,0,0
108,85,10.08,40,36,12,18.66,18.5,1,0,0,0,0,0,0
108,87,10.14,40,38,12,20.66,20.5,1,0,0,0,0,0,0
108,88,10.06,40,40,12,21.97,21.92,1,0,0,0,0,0,0
109,82,4.37,40,36,11,3.35,0.17,0,0,1,0,1,0,0
109,83,4.54,35,37,11,3.71,0.33,0,0,1,0,1,0,0
109,85,3.58,40,39,11,4.6,2.25,0,0,1,0,1,0,0
109,87,4.03,40,41,11,4.79,2.42,0,0,1,0,1,0,0
109,88,4.23,35,43,11,5.25,0.5,0,0,1,0,1,0,0
110,82,6.9,40,38,10,8.08,8.08,0,0,1,0,0,0,0
110,83,6.72,32,38,10,9.06,9,0,0,1,0,0,0,0
110,85,6.65,40,40,10,11.06,11,0,0,1,0,0,0,0
110,87,6.55,40,42,10,13.06,13,0,0,1,0,0,0,0
110,88,6.44,40,44,10,14.08,14.08,0,0,1,0,0,0,0
111,82,4.83,40,33,12,7.72,5.42,0,0,1,0,0,1,0
111,83,4.62,40,34,12,8.72,6.33,0,0,1,0,0,1,0
111,85,5.38,40,36,12,10.72,8.42,0,0,1,0,0,1,0
111,87,5.63,40,38,12,12.72,10.42,0,0,1,0,0,1,0
111,88,6.21,40,39,12,13.62,11.75,0,0,1,0,0,1,0
112,82,5.77,40,32,12,13.33,13.33,1,0,1,0,0,0,0
112,83,10.16,40,33,12,14.33,14.33,1,0,1,0,0,0,0
112,85,8.96,40,35,12,16.33,16.33,1,0,1,0,0,0,0
112,87,7.32,40,38,12,18.42,18.42,1,0,1,0,0,0,0
112,88,10.06,40,39,12,19.75,19.75,1,0,1,0,0,0,0
113,82,6.08,35,33,12,12.9,10.5,0,0,1,0,0,0,0
113,83,11.17,40,34,12,13.88,0.67,0,0,1,0,0,0,0
113,85,10.13,40,36,12,15.88,2.75,1,0,0,0,0,0,1
113,87,12.86,40,38,12,17.88,4.67,0,0,0,0,0,0,0
113,88,12.78,40,40,12,19.28,6.08,0,0,0,0,0,0,0
114,82,5.8,40,29,12,10.25,2.92,0,0,1,0,0,0,1
114,83,5.76,20,30,12,11.15,3.75,0,0,1,0,0,0,1
114,85,5.69,20,32,12,13.04,5.83,0,0,1,0,0,0,1
114,87,6.28,20,34,12,15.04,7.92,0,0,1,0,0,0,1
114,88,7.62,40,35,12,16.35,9.25,0,0,1,0,0,0,1
115,82,12.1,40,31,12,9.29,0.08,1,0,0,1,1,1,1
115,83,34.97,40,33,12,10.33,0.08,1,0,0,1,1,1,1
115,85,34.97,40,34,12,12.33,0.08,1,0,0,1,1,1,1
115,87,26.99,40,36,12,14.33,0.08,1,0,0,1,1,1,1
115,88,39.23,40,38,12,15.67,0.08,1,0,0,1,1,1,1
116,82,6.25,40,29,12,11.58,11.58,0,0,0,1,1,0,1
116,83,6.24,50,30,12,12.64,12.58,0,0,0,1,1,0,1
116,85,4.12,50,32,12,14.67,14.67,0,0,0,1,1,0,1
116,87,7.32,40,34,12,16.67,16.58,0,0,0,1,1,0,1
116,88,5.64,50,36,12,18.15,18.08,0,0,0,1,1,0,1
117,82,9.23,36,33,14,12.03,7,0,0,1,0,0,0,0
117,83,9.13,40,34,14,12.88,8,0,0,1,0,0,0,0
117,85,9.75,40,36,14,14.88,10,0,0,1,0,0,0,0
117,87,10.16,40,38,14,16.88,11.92,0,0,1,0,0,0,0
117,88,10.86,40,39,14,18.34,13.42,0,0,1,0,0,0,0
118,82,7.15,40,37,16,15.42,15.42,1,1,0,0,0,0,0
118,83,11.61,35,38,16,16.38,16.33,1,1,0,0,0,0,0
118,85,11.34,38,40,16,18.42,18.42,1,1,0,0,0,0,1
118,87,8.73,33,42,16,20.42,20.42,1,1,0,0,0,0,1
118,88,13.86,38,44,16,21.83,21.83,1,1,0,0,0,0,1
119,82,7.49,40,29,12,7.32,3.25,0,0,1,0,0,0,0
119,83,8.41,40,30,12,8.3,4.25,0,0,1,0,0,0,0
119,85,8.28,40,32,12,10.3,6.25,0,0,1,0,0,0,0
119,87,9.41,40,34,12,12.3,8.25,0,0,1,0,0,0,0
119,88,9.97,24,36,12,13.59,9.67,0,0,1,0,0,0,0
120,82,5.28,40,35,12,4.88,3.5,0,0,1,0,0,0,0
120,83,5.31,40,36,12,5.92,4.42,0,0,1,0,0,0,0
120,85,6.09,40,38,12,7.92,2,0,0,1,0,0,0,0
120,87,6.43,40,40,12,9.92,1.83,0,0,1,0,0,0,0
120,88,6.96,40,41,12,11.29,3.17,0,0,1,0,0,0,0
121,82,4.57,40,32,12,9.17,1.42,0,0,0,0,0,0,0
121,83,3.94,20,32,12,9.17,0.42,0,0,0,0,0,0,0
121,85,3.32,25,35,12,10.42,0.58,0,0,1,0,0,0,0
121,87,5.38,40,36,12,12.42,1.5,0,0,1,0,0,0,0
121,88,5.47,40,38,12,13.88,3,0,0,1,0,0,0,0
122,82,3.37,35,32,10,5.38,3.75,0,0,0,0,0,0,0
122,83,5.45,30,33,10,6.37,4.75,0,0,0,0,0,0,0
122,85,4.21,23,35,10,8.29,6.75,0,0,0,0,0,1,0
122,87,2.97,25,37,10,8.88,0.5,0,0,0,0,0,1,0
122,88,2.94,30,38,10,10.29,1.83,0,0,1,0,0,1,0
123,82,6.15,50,33,16,10,10,0,1,1,0,0,0,0
123,83,5.3,55,34,16,11.02,11,0,1,1,0,0,0,1
123,85,7.74,60,36,16,13.08,13.08,0,1,1,0,0,0,0
123,87,11.1,40,38,16,15.08,15.08,0,1,1,0,0,0,0
123,88,8.26,48,39,16,16.33,16.33,0,1,1,0,0,0,0
124,82,5.52,40,30,16,7.94,1.25,0,1,1,0,0,0,0
124,83,6.95,40,31,16,8.94,2.25,0,1,1,0,0,0,0
124,85,6.05,40,33,16,10.74,4.25,0,1,1,0,0,0,0
124,87,9.25,40,35,16,12.74,6.33,0,1,1,0,0,0,0
124,88,13.27,35,36,16,14.17,7.75,0,1,1,0,0,0,0
125,82,4.32,40,35,12,6.76,3.75,0,0,1,0,0,0,0
125,83,4.27,40,36,12,7.72,4.75,0,0,1,0,0,0,0
125,85,3.61,43,38,12,7.72,0.42,0,0,0,0,0,0,0
125,87,3.6,43,40,12,9.34,2.42,0,0,0,0,0,0,0
125,88,5.1,35,42,12,10.55,3.92,0,0,0,0,0,0,0
126,82,9.39,43,34,18,8.67,8.67,0,1,1,0,0,0,0
126,83,10.94,38,35,18,9.69,9.67,0,1,1,0,0,0,0
126,85,11.49,45,37,18,11.69,1.25,0,1,1,0,0,0,0
126,87,12.26,45,39,18,13.69,3.17,0,1,1,0,0,0,0
126,88,16.18,45,41,18,15.13,4.67,0,1,1,0,0,0,0
127,82,5.97,35,35,12,11.61,5.42,1,0,0,0,0,0,0
127,83,5.75,35,36,12,12.61,6.42,1,0,0,0,0,0,0
127,85,5.82,35,38,12,14.61,8.42,1,0,0,0,0,0,0
127,87,5.85,35,40,12,16.61,10.5,1,0,1,0,0,0,1
127,88,6.37,35,42,12,18.07,11.92,1,0,1,0,0,0,1
128,82,5.37,40,30,13,9.55,4.25,0,0,0,1,0,1,1
128,83,4.8,45,31,13,10.53,5.17,0,0,0,1,0,1,1
128,85,6.05,40,33,13,12.53,7.17,0,0,0,1,0,1,1
128,87,6.03,40,35,13,14.53,9.25,0,0,0,1,0,1,1
128,88,5.81,40,37,13,15.86,10.58,0,0,0,1,0,1,1
129,82,4.48,30,39,12,9.54,8.5,0,0,1,0,0,0,0
129,83,4.8,20,40,12,10.54,9.5,0,0,1,0,0,0,0
129,85,4.48,20,42,12,12.54,11.58,0,0,1,0,0,0,0
129,87,3.34,20,44,12,14.54,13.5,0,0,1,0,0,0,0
129,88,4.03,20,45,12,15.92,14.92,0,0,1,0,0,0,0
130,82,4.76,15,34,14,8.83,0.42,0,0,1,0,0,0,0
130,83,5.41,38,35,14,9.67,0.92,1,0,1,0,0,0,0
130,85,4.7,40,37,14,11.62,0.08,1,0,1,0,0,0,0
130,87,9.41,38,39,14,13.62,0.42,1,0,1,0,0,0,0
130,88,10.02,38,40,14,15.04,0.42,1,0,1,0,0,0,0
131,82,6.2,40,31,13,8.73,3.75,0,0,1,0,0,0,0
131,83,6.53,40,32,13,9.67,4.67,0,0,1,0,0,0,0
131,85,7.09,40,34,13,11.67,6.67,0,0,1,0,0,0,0
131,87,14.32,40,36,13,13.67,8.67,0,0,1,0,0,0,0
131,88,9.14,40,37,13,15.04,10,0,0,1,0,0,0,0
132,82,5.5,43,37,13,9.08,7.17,0,0,1,0,0,0,0
132,83,5.28,47,38,13,10.1,8.17,0,0,1,0,0,0,0
132,85,5.82,44,40,13,12.1,10.17,0,0,1,0,0,0,0
132,87,6.58,44,42,13,14.1,12.17,0,0,1,0,0,0,0
132,88,6.88,45,44,13,15.43,13.5,0,0,1,0,0,0,0
133,82,5.48,40,35,12,7.6,1.42,0,0,1,0,0,0,0
133,83,5.82,40,36,12,8.6,2.33,0,0,1,0,0,0,0
133,85,8.41,40,38,12,10.6,0.83,0,0,1,0,0,0,0
133,87,13.28,24,40,12,12.52,0.5,0,0,1,0,0,1,0
133,88,10.45,40,42,12,13.85,1.92,0,0,1,0,0,1,0
134,82,4.95,40,38,10,3.87,1.17,1,0,1,0,0,0,0
134,83,5.12,40,39,10,4.73,2.33,1,0,1,0,0,0,0
134,85,5.47,40,41,10,6.15,4.17,1,0,1,0,0,0,0
134,87,5.23,40,43,10,7.96,6.25,1,0,1,0,0,0,0
134,88,5.03,40,44,10,9.15,7.58,1,0,1,0,0,0,0
135,82,7.46,16,30,14,6.13,0,0,0,1,0,0,0,0
135,83,7.74,8,31,14,7.21,1.08,0,0,1,0,0,0,0
135,85,8.96,40,33,14,9.21,3.08,0,0,1,0,0,0,0
135,87,9.2,24,35,14,11.13,5.08,0,0,1,0,0,0,0
135,88,9.66,30,36,14,12.56,6.5,0,0,1,0,0,0,0
136,82,6.69,40,32,13,9.23,3.33,0,0,1,0,0,0,0
136,83,6.63,40,33,13,10.29,4.42,0,0,1,0,0,0,0
136,85,4.35,35,35,13,11.94,0.58,0,0,1,0,0,0,0
136,87,4.39,35,37,13,13.73,2.58,0,0,1,0,0,0,0
136,88,5.23,37,39,13,15.08,3.92,0,0,0,0,0,0,0
137,82,3.5,40,30,12,6.58,2.75,0,0,1,0,0,1,0
137,83,9.03,40,31,12,6.72,3.67,0,0,1,0,0,1,0
137,85,9.27,40,33,12,8.72,5.67,0,0,1,0,0,1,0
137,87,8.57,40,35,12,9.43,7.75,1,0,1,0,0,1,0
137,88,8.66,40,37,12,10.79,9.08,0,0,1,0,0,1,0
138,82,5.62,40,35,15,13.83,13.83,1,0,1,0,0,0,0
138,83,9.61,40,36,15,14.85,14.83,1,0,1,0,0,0,0
138,85,11.09,40,38,15,16.85,16.75,1,0,1,0,0,0,0
138,87,11.15,40,40,15,18.92,18.92,1,0,1,0,0,0,0
138,88,11.51,40,41,15,20.21,20.17,1,0,1,0,0,0,0
139,82,8.65,40,35,15,14.42,14.42,1,1,1,0,0,0,0
139,83,9.7,40,36,15,15.46,15.42,1,1,1,0,0,0,0
139,85,11.63,40,37,15,17.46,17.33,1,1,1,0,0,0,0
139,87,13.27,40,40,15,19.46,19.42,1,1,1,0,0,0,0
139,88,14.03,40,41,15,20.8,20.75,1,1,1,0,0,0,0
140,82,3.35,35,34,10,1.36,0.25,0,0,0,0,0,1,0
140,83,4.8,25,35,10,1.53,0.17,0,0,0,0,0,0,0
140,85,3.57,40,37,10,3.51,1.17,1,0,0,0,0,0,0
140,87,4.18,40,39,10,5.51,1.33,0,0,0,0,0,0,0
140,88,6.04,35,40,10,6.84,2.67,0,0,0,0,0,0,0
141,82,12.74,40,31,14,12.34,2,0,0,1,0,0,0,0
141,83,11.45,40,32,14,13.28,2.92,0,0,1,0,0,0,0
141,85,11.65,40,33,14,15.28,4.83,0,0,1,0,0,0,0
141,87,12.86,40,36,14,17.28,6.92,0,0,1,0,0,0,0
141,88,14.29,44,37,14,18.61,8.25,0,0,1,0,0,0,0
142,82,5.55,24,39,13,7.73,4.67,0,0,0,0,0,0,0
142,83,5.62,32,39,13,8.65,5.58,0,0,0,0,0,0,0
142,85,5.14,40,41,13,10.65,0.58,0,0,0,0,0,0,0
142,87,6.56,40,44,13,12.65,1.67,0,0,1,0,0,0,0
142,88,8.56,40,45,13,13.85,1,0,0,1,0,0,0,0
143,82,5.05,18,38,13,11.09,4.42,0,0,1,0,0,0,1
143,83,4.86,16,39,13,12.03,5.33,0,0,1,0,0,0,1
143,85,8.04,15,41,13,13.96,0,0,0,1,0,0,0,1
143,87,6.96,24,43,13,15.86,2.08,0,0,1,0,0,0,1
143,88,7.05,28,44,13,17.19,3.42,0,0,1,0,0,0,1
144,82,9.04,45,30,16,11.51,5.08,0,1,0,1,0,0,0
144,83,11.53,45,31,16,12.53,6.08,0,1,0,1,0,0,0
144,85,9.35,50,33,16,14.53,8,0,1,1,0,0,0,1
144,87,5.85,50,35,16,16.22,1.08,0,1,1,0,0,1,1
144,88,6.17,55,36,16,16.49,1.33,0,1,0,0,0,1,1
145,82,7.69,40,31,18,9.83,9.83,1,1,1,0,1,0,1
145,83,7.63,46,32,18,10.78,10.75,1,1,1,0,1,0,1
145,85,8.62,40,34,18,12.78,12.75,1,1,1,0,1,0,1
145,87,6.7,60,36,18,14.83,14.83,1,1,1,0,1,0,1
145,88,11.22,40,37,18,16.18,16.17,1,1,1,0,1,0,1
146,82,6.01,40,39,12,6.58,2.83,1,0,1,0,1,0,1
146,83,5.9,40,40,12,7.54,3.75,0,0,1,0,1,0,1
146,85,5.25,40,42,12,9.54,5.83,1,0,1,0,1,0,1
146,87,5.22,40,44,12,11.54,7.83,0,0,1,0,1,0,1
146,88,5.64,40,45,12,12.88,9.17,0,0,1,0,1,0,1
147,82,4.63,40,30,12,10.76,2.58,0,0,1,0,0,0,0
147,83,4.83,40,31,12,11.74,3.5,0,0,1,0,0,0,0
147,85,4.98,46,33,12,13.74,5.58,0,0,1,0,0,0,0
147,87,6.01,45,35,12,15.74,7.5,1,0,1,0,0,0,0
147,88,6.84,40,36,12,17.17,8.92,0,0,1,0,0,0,0
148,82,16.16,40,35,15,13.58,13.58,0,0,0,1,0,0,0
148,83,17.75,40,36,15,14.58,14.58,0,0,0,1,0,0,0
148,85,18.52,40,38,15,16.58,16.58,0,0,0,1,0,0,0
148,87,18.5,40,40,15,18.58,18.58,0,0,0,1,0,0,0
148,88,18.58,40,42,15,20.01,20,0,0,0,1,0,0,0
149,82,10.62,38,38,16,6.37,2.67,0,1,1,0,0,0,0
149,83,11.67,38,38,16,7.33,3.58,0,1,1,0,0,0,0
149,85,11.65,40,40,16,9.33,5.58,0,1,1,0,0,0,0
149,87,14.26,38,42,16,11.33,7.58,0,1,1,0,0,0,0
149,88,15.81,47,44,16,12.71,9,0,1,1,0,0,0,0
150,82,5.83,15,34,11,4.49,0.33,1,0,1,0,0,0,0
150,83,13.39,8,35,11,5.51,1.42,1,0,1,0,0,0,0
150,85,3.45,20,37,11,7.51,3.42,1,0,1,0,0,0,0
150,87,6.27,40,39,11,9.43,5.42,1,0,1,0,0,0,0
150,88,9.68,40,40,11,10.76,6.67,1,0,1,0,0,0,0
151,82,9.3,16,33,14,7.79,0.83,0,0,1,0,0,0,0
151,83,9.61,16,34,14,8.5,6.83,0,0,1,0,0,0,0
151,85,10.13,16,36,14,10.5,8.83,0,0,1,0,0,0,0
151,87,9.78,24,38,14,12.5,10.92,0,0,1,0,0,0,0
151,88,11.03,24,40,14,13.83,12.25,0,0,1,0,0,0,0
152,82,5.19,12,38,17,7.08,1,0,1,1,0,0,0,1
152,83,5.86,10,39,17,8.12,2.08,0,1,1,0,0,0,1
152,85,3.45,15,41,17,9.5,4,0,1,1,0,0,0,1
152,87,3.52,20,43,17,10.88,6,0,1,1,0,0,0,1
152,88,3.1,15,44,17,11.58,7.33,0,1,1,0,0,0,1
153,82,5.28,40,30,12,8.69,1.17,0,0,1,0,0,0,0
153,83,6.64,32,31,12,9.69,2.17,0,0,1,0,0,0,0
153,85,6.5,40,33,12,11.69,4.08,0,0,1,0,0,0,0
153,87,6.44,40,35,12,13.69,6.08,0,0,1,0,0,0,0
153,88,6.84,40,36,12,15.08,7.5,0,0,1,0,0,0,0
154,82,8.15,14,33,12,7.44,2.33,0,0,1,0,0,0,1
154,83,8.02,20,34,12,8.29,3.25,0,0,1,0,0,0,1
154,85,7.99,40,36,12,10.06,5.33,0,0,1,0,0,0,1
154,87,6.61,40,38,12,12.06,0,0,0,1,0,0,0,1
154,88,8.98,40,40,12,13.38,1.33,0,0,1,0,0,0,1
155,82,7.78,38,37,12,14,14,0,0,0,0,0,0,1
155,83,7.29,38,38,12,15,15,0,0,0,0,0,0,1
155,85,7.4,38,40,12,17,16.92,0,0,0,0,0,0,1
155,87,7.98,38,42,12,19,19,0,0,0,0,0,0,1
155,88,6.14,50,43,12,20.33,20.33,0,0,0,0,0,0,1
156,82,12.01,40,32,16,8.15,4.08,0,1,0,1,0,0,1
156,83,13.39,40,33,16,9.06,5,0,1,0,1,0,0,1
156,85,12.26,45,35,16,11.06,7.08,0,1,0,1,0,0,1
156,87,18.09,40,37,16,13.06,0.17,0,1,0,1,0,0,1
156,88,18.58,40,39,16,14.35,1.5,0,1,0,1,0,0,1
157,82,5,16,37,12,7.71,3,0,0,1,0,0,0,0
